transaction_id,date,customer_type,weather,item_name,category,unit_cost,price,day_of_week,quantity,total_amount
1031,2024-04-04,Staff,Cloudy,Salad,Healthy,2.5,5,Thursday,1,5
1032,2024-04-04,Staff,Rainy,Burger,Snacks,2.75,5.5,Thursday,1,5.5
1033,2024-04-05,Staff,Sunny,Sandwich,Snacks,2.25,4.5,Friday,2,9
1034,2024-04-05,Staff,Cloudy,Drink,Others,0.75,1.5,Friday,1,1.5
1035,2024-04-05,Staff,Rainy,Salad,Healthy,2.5,5,Friday,1,5
1036,2024-04-05,Staff,Sunny,Burger,Snacks,2.75,5.5,Friday,2,11
1037,2024-04-05,Staff,Cloudy,Sandwich,Snacks,2.25,4.5,Friday,1,4.5
1038,2024-04-05,Staff,Rainy,Drink,Others,0.75,1.5,Friday,1,1.5
1039,2024-04-05,Staff,Sunny,Salad,Healthy,2.5,5,Friday,2,10
1040,2024-04-05,Staff,Cloudy,Burger,Snacks,2.75,5.5,Friday,1,5.5
1041,2024-04-06,Staff,Sunny,Sandwich,Snacks,2.25,4.5,Saturday,2,9
1042,2024-04-06,Staff,Cloudy,Drink,Others,0.75,1.5,Saturday,1,1.5
1043,2024-04-06,Staff,Rainy,Salad,Healthy,2.5,5,Saturday,1,5
1044,2024-04-06,Staff,Sunny,Burger,Snacks,2.75,5.5,Saturday,2,11
1045,2024-04-06,Staff,Cloudy,Sandwich,Snacks,2.25,4.5,Saturday,1,4.5
1046,2024-04-06,Staff,Rainy,Drink,Others,0.75,1.5,Saturday,1,1.5
1047,2024-04-06,Staff,Sunny,Salad,Healthy,2.5,5,Saturday,2,10
1048,2024-04-06,Staff,Cloudy,Burger,Snacks,2.75,5.5,Saturday,1,5.5
1049,2024-04-07,Staff,Sunny,Sandwich,Snacks,2.25,4.5,Sunday,2,9
1050,2024-04-07,Staff,Rainy,Drink,Others,0.75,1.5,Sunday,1,1.5
1051,2024-04-07,Staff,Cloudy,Salad,Healthy,2.5,5,Sunday,1,5
1052,2024-04-07,Staff,Sunny,Burger,Snacks,2.75,5.5,Sunday,2,11
1053,2024-04-07,Staff,Cloudy,Sandwich,Snacks,2.25,4.5,Sunday,1,4.5
1054,2024-04-07,Staff,Rainy,Drink,Others,0.75,1.5,Sunday,1,1.5
1055,2024-04-07,Staff,Sunny,Salad,Healthy,2.5,5,Sunday,2,10
1056,2024-04-07,Staff,Rainy,Burger,Snacks,2.75,5.5,Sunday,1,5.5
1057,2024-04-08,Staff,Sunny,Sandwich,Snacks,2.25,4.5,Monday,2,9
1058,2024-04-08,Staff,Cloudy,Drink,Others,0.75,1.5,Monday,1,1.5
1059,2024-04-08,Staff,Rainy,Salad,Healthy,2.5,5,Monday,1,5
1060,2024-04-08,Staff,Sunny,Burger,Snacks,2.75,5.5,Monday,2,11
1061,2024-04-08,Staff,Cloudy,Sandwich,Snacks,2.25,4.5,Monday,1,4.5
1062,2024-04-08,Staff,Rainy,Drink,Others,0.75,1.5,Monday,1,1.5
1063,2024-04-08,Staff,Sunny,Salad,Healthy,2.5,5,Monday,2,10
1064,2024-04-08,Staff,Cloudy,Burger,Snacks,2.75,5.5,Monday,1,5.5
1065,2024-04-09,Staff,Rainy,Sandwich,Snacks,2.25,4.5,Tuesday,2,9
1066,2024-04-09,Staff,Sunny,Drink,Others,0.75,1.5,Tuesday,1,1.5
1067,2024-04-09,Staff,Cloudy,Salad,Healthy,2.5,5,Tuesday,1,5
1068,2024-04-09,Staff,Sunny,Burger,Snacks,2.75,5.5,Tuesday,2,11
1069,2024-04-09,Staff,Cloudy,Sandwich,Snacks,2.25,4.5,Tuesday,1,4.5
1070,2024-04-09,Staff,Rainy,Drink,Others,0.75,1.5,Tuesday,1,1.5
1071,2024-04-09,Staff,Sunny,Salad,Healthy,2.5,5,Tuesday,2,10
1072,2024-04-09,Staff,Cloudy,Burger,Snacks,2.75,5.5,Tuesday,1,5.5
1073,2024-04-10,Staff,Sunny,Sandwich,Snacks,2.25,4.5,Wednesday,2,9
1074,2024-04-10,Staff,Rainy,Drink,Others,0.75,1.5,Wednesday,1,1.5
1075,2024-04-10,Staff,Cloudy,Salad,Healthy,2.5,5,Wednesday,1,5
1076,2024-04-10,Staff,Sunny,Burger,Snacks,2.75,5.5,Wednesday,2,11
1077,2024-04-10,Staff,Cloudy,Sandwich,Snacks,2.25,4.5,Wednesday,1,4.5
1078,2024-04-10,Staff,Rainy,Drink,Others,0.75,1.5,Wednesday,1,1.5
1079,2024-04-10,Staff,Sunny,Salad,Healthy,2.5,5,Wednesday,2,10
1080,2024-04-10,Staff,Rainy,Burger,Snacks,2.75,5.5,Wednesday,1,5.5
1081,2024-04-11,Staff,Sunny,Sandwich,Snacks,2.25,4.5,Thursday,2,9
1082,2024-04-11,Staff,Cloudy,Drink,Others,0.75,1.5,Thursday,1,1.5
1083,2024-04-11,Staff,Rainy,Salad,Healthy,2.5,5,Thursday,1,5
1084,2024-04-11,Staff,Sunny,Burger,Snacks,2.75,5.5,Thursday,2,11
1085,2024-04-11,Staff,Cloudy,Sandwich,Snacks,2.25,4.5,Thursday,1,4.5
1086,2024-04-11,Staff,Rainy,Drink,Others,0.75,1.5,Thursday,1,1.5
1087,2024-04-11,Staff,Sunny,Salad,Healthy,2.5,5,Thursday,2,10
1088,2024-04-11,Staff,Cloudy,Burger,Snacks,2.75,5.5,Thursday,1,5.5
1089,2024-04-12,Staff,Sunny,Sandwich,Snacks,2.25,4.5,Friday,2,9
1090,2024-04-12,Staff,Rainy,Drink,Others,0.75,1.5,Friday,1,1.5
1091,2024-04-12,Staff,Cloudy,Salad,Healthy,2.5,5,Friday,1,5
1092,2024-04-12,Staff,Sunny,Burger,Snacks,2.75,5.5,Friday,2,11
1093,2024-04-12,Staff,Cloudy,Sandwich,Snacks,2.25,4.5,Friday,1,4.5
1094,2024-04-12,Staff,Rainy,Drink,Others,0.75,1.5,Friday,1,1.5
1095,2024-04-12,Staff,Sunny,Salad,Healthy,2.5,5,Friday,2,10
1096,2024-04-12,Staff,Cloudy,Burger,Snacks,2.75,5.5,Friday,1,5.5
1097,2024-04-13,Staff,Sunny,Sandwich,Snacks,2.25,4.5,Saturday,2,9
1098,2024-04-13,Staff,Rainy,Drink,Others,0.75,1.5,Saturday,1,1.5
1099,2024-04-13,Staff,Cloudy,Salad,Healthy,2.5,5,Saturday,1,5
1100,2024-04-13,Staff,Sunny,Burger,Snacks,2.75,5.5,Saturday,2,11
1101,2024-04-13,Staff,Cloudy,Sandwich,Snacks,2.25,4.5,Saturday,1,4.5
1102,2024-04-13,Staff,Rainy,Drink,Others,0.75,1.5,Saturday,1,1.5
1103,2024-04-13,Staff,Sunny,Salad,Healthy,2.5,5,Saturday,2,10
1104,2024-04-13,Staff,Cloudy,Burger,Snacks,2.75,5.5,Saturday,1,5.5
1105,2024-04-14,Staff,Sunny,Sandwich,Snacks,2.25,4.5,Sunday,2,9
1106,2024-04-14,Staff,Cloudy,Drink,Others,0.75,1.5,Sunday,1,1.5
1107,2024-04-14,Staff,Rainy,Salad,Healthy,2.5,5,Sunday,1,5
1108,2024-04-14,Staff,Sunny,Burger,Snacks,2.75,5.5,Sunday,2,11
1109,2024-04-14,Staff,Cloudy,Sandwich,Snacks,2.25,4.5,Sunday,1,4.5
1110,2024-04-14,Staff,Rainy,Drink,Others,0.75,1.5,Sunday,1,1.5
1111,2024-04-14,Staff,Sunny,Salad,Healthy,2.5,5,Sunday,2,10
1112,2024-04-14,Staff,Cloudy,Burger,Snacks,2.75,5.5,Sunday,1,5.5
1113,2024-04-15,Staff,Sunny,Sandwich,Snacks,2.25,4.5,Monday,2,9
1114,2024-04-15,Staff,Rainy,Drink,Others,0.75,1.5,Monday,1,1.5
1115,2024-04-15,Staff,Cloudy,Salad,Healthy,2.5,5,Monday,1,5
1116,2024-04-15,Staff,Sunny,Burger,Snacks,2.75,5.5,Monday,2,11
1117,2024-04-15,Staff,Cloudy,Sandwich,Snacks,2.25,4.5,Monday,1,4.5
1118,2024-04-15,Staff,Rainy,Drink,Others,0.75,1.5,Monday,1,1.5
1119,2024-04-15,Staff,Sunny,Salad,Healthy,2.5,5,Monday,2,10
1120,2024-04-15,Staff,Cloudy,Burger,Snacks,2.75,5.5,Monday,1,5.5
1121,2024-04-16,Staff,Sunny,Sandwich,Snacks,2.25,4.5,Tuesday,2,9
1122,2024-04-16,Staff,Rainy,Drink,Others,0.75,1.5,Tuesday,1,1.5
1123,2024-04-16,Staff,Cloudy,Salad,Healthy,2.5,5,Tuesday,1,5
1124,2024-04-16,Staff,Sunny,Burger,Snacks,2.75,5.5,Tuesday,2,11
1125,2024-04-16,Staff,Cloudy,Sandwich,Snacks,2.25,4.5,Tuesday,1,4.5
1126,2024-04-16,Staff,Rainy,Drink,Others,0.75,1.5,Tuesday,1,1.5
1127,2024-04-16,Staff,Sunny,Salad,Healthy,2.5,5,Tuesday,2,10
1128,2024-04-16,Staff,Cloudy,Burger,Snacks,2.75,5.5,Tuesday,1,5.5
1129,2024-04-17,Staff,Sunny,Sandwich,Snacks,2.25,4.5,Wednesday,2,9
1130,2024-04-17,Staff,Cloudy,Drink,Others,0.75,1.5,Wednesday,1,1.5
1131,2024-04-17,Staff,Rainy,Salad,Healthy,2.5,5,Wednesday,1,5
1132,2024-04-17,Staff,Sunny,Burger,Snacks,2.75,5.5,Wednesday,2,11
1133,2024-04-17,Staff,Cloudy,Sandwich,Snacks,2.25,4.5,Wednesday,1,4.5
1134,2024-04-17,Staff,Rainy,Drink,Others,0.75,1.5,Wednesday,1,1.5
1135,2024-04-17,Staff,Sunny,Salad,Healthy,2.5,5,Wednesday,2,10
1136,2024-04-17,Staff,Cloudy,Burger,Snacks,2.75,5.5,Wednesday,1,5.5
1137,2024-04-18,Staff,Sunny,Sandwich,Snacks,2.25,4.5,Thursday,2,9
1138,2024-04-18,Staff,Rainy,Drink,Others,0.75,1.5,Thursday,1,1.5
1139,2024-04-18,Staff,Cloudy,Salad,Healthy,2.5,5,Thursday,1,5
1140,2024-04-18,Staff,Sunny,Burger,Snacks,2.75,5.5,Thursday,2,11
1141,2024-04-18,Staff,Cloudy,Sandwich,Snacks,2.25,4.5,Thursday,1,4.5
1142,2024-04-18,Staff,Rainy,Drink,Others,0.75,1.5,Thursday,1,1.5
1143,2024-04-18,Staff,Sunny,Salad,Healthy,2.5,5,Thursday,2,10
1144,2024-04-18,Staff,Cloudy,Burger,Snacks,2.75,5.5,Thursday,1,5.5
1145,2024-04-19,Staff,Sunny,Sandwich,Snacks,2.25,4.5,Friday,2,9
1146,2024-04-19,Staff,Rainy,Drink,Others,0.75,1.5,Friday,1,1.5
1147,2024-04-19,Staff,Cloudy,Salad,Healthy,2.5,5,Friday,1,5
1148,2024-04-19,Staff,Sunny,Burger,Snacks,2.75,5.5,Friday,2,11
1149,2024-04-19,Staff,Cloudy,Sandwich,Snacks,2.25,4.5,Friday,1,4.5
1150,2024-04-19,Staff,Rainy,Drink,Others,0.75,1.5,Friday,1,1.5
1151,2024-04-19,Staff,Sunny,Salad,Healthy,2.5,5,Friday,2,10
1152,2024-04-19,Staff,Cloudy,Burger,Snacks,2.75,5.5,Friday,1,5.5
1153,2024-04-20,Staff,Sunny,Sandwich,Snacks,2.25,4.5,Saturday,2,9
1154,2024-04-20,Staff,Cloudy,Drink,Others,0.75,1.5,Saturday,1,1.5
1155,2024-04-20,Staff,Rainy,Salad,Healthy,2.5,5,Saturday,1,5
1156,2024-04-20,Staff,Sunny,Burger,Snacks,2.75,5.5,Saturday,2,11
1157,2024-04-20,Staff,Cloudy,Sandwich,Snacks,2.25,4.5,Saturday,1,4.5
1158,2024-04-20,Staff,Rainy,Drink,Others,0.75,1.5,Saturday,1,1.5
1159,2024-04-20,Staff,Sunny,Salad,Healthy,2.5,5,Saturday,2,10
1160,2024-04-20,Staff,Cloudy,Burger,Snacks,2.75,5.5,Saturday,1,5.5
1161,2024-04-21,Staff,Sunny,Sandwich,Snacks,2.25,4.5,Sunday,2,9
1162,2024-04-21,Staff,Rainy,Drink,Others,0.75,1.5,Sunday,1,1.5
1163,2024-04-21,Staff,Cloudy,Salad,Healthy,2.5,5,Sunday,1,5
1164,2024-04-21,Staff,Sunny,Burger,Snacks,2.75,5.5,Sunday,2,11
1165,2024-04-21,Staff,Cloudy,Sandwich,Snacks,2.25,4.5,Sunday,1,4.5
1166,2024-04-21,Staff,Rainy,Drink,Others,0.75,1.5,Sunday,1,1.5
1167,2024-04-21,Staff,Sunny,Salad,Healthy,2.5,5,Sunday,2,10
1168,2024-04-21,Staff,Cloudy,Burger,Snacks,2.75,5.5,Sunday,1,5.5
1169,2024-04-22,Staff,Sunny,Sandwich,Snacks,2.25,4.5,Monday,2,9
1170,2024-04-22,Staff,Cloudy,Drink,Others,0.75,1.5,Monday,1,1.5
1171,2024-04-22,Staff,Rainy,Salad,Healthy,2.5,5,Monday,1,5
1172,2024-04-22,Staff,Sunny,Burger,Snacks,2.75,5.5,Monday,2,11
1173,2024-04-22,Staff,Cloudy,Sandwich,Snacks,2.25,4.5,Monday,1,4.5
1174,2024-04-22,Staff,Rainy,Drink,Others,0.75,1.5,Monday,1,1.5
1175,2024-04-22,Staff,Sunny,Salad,Healthy,2.5,5,Monday,2,10
1176,2024-04-22,Staff,Cloudy,Burger,Snacks,2.75,5.5,Monday,1,5.5
1177,2024-04-23,Staff,Sunny,Sandwich,Snacks,2.25,4.5,Tuesday,2,9
1178,2024-04-23,Staff,Rainy,Drink,Others,0.75,1.5,Tuesday,1,1.5
1179,2024-04-23,Staff,Cloudy,Salad,Healthy,2.5,5,Tuesday,1,5
1180,2024-04-23,Staff,Sunny,Burger,Snacks,2.75,5.5,Tuesday,2,11
1181,2024-04-23,Staff,Cloudy,Sandwich,Snacks,2.25,4.5,Tuesday,1,4.5
1182,2024-04-23,Staff,Rainy,Drink,Others,0.75,1.5,Tuesday,1,1.5
1183,2024-04-23,Staff,Sunny,Salad,Healthy,2.5,5,Tuesday,2,10
1184,2024-04-23,Staff,Cloudy,Burger,Snacks,2.75,5.5,Tuesday,1,5.5
1185,2024-04-24,Staff,Sunny,Sandwich,Snacks,2.25,4.5,Wednesday,2,9
1186,2024-04-24,Staff,Cloudy,Drink,Others,0.75,1.5,Wednesday,1,1.5
1187,2024-04-24,Staff,Rainy,Salad,Healthy,2.5,5,Wednesday,1,5
1188,2024-04-24,Staff,Sunny,Burger,Snacks,2.75,5.5,Wednesday,2,11
1189,2024-04-24,Staff,Cloudy,Sandwich,Snacks,2.25,4.5,Wednesday,1,4.5
1190,2024-04-24,Staff,Rainy,Drink,Others,0.75,1.5,Wednesday,1,1.5
1191,2024-04-24,Staff,Sunny,Salad,Healthy,2.5,5,Wednesday,2,10
1192,2024-04-24,Staff,Cloudy,Burger,Snacks,2.75,5.5,Wednesday,1,5.5
1193,2024-04-25,Staff,Sunny,Sandwich,Snacks,2.25,4.5,Thursday,2,9
1194,2024-04-25,Staff,Rainy,Drink,Others,0.75,1.5,Thursday,1,1.5
1195,2024-04-25,Staff,Cloudy,Salad,Healthy,2.5,5,Thursday,1,5
1196,2024-04-25,Staff,Sunny,Burger,Snacks,2.75,5.5,Thursday,2,11
1197,2024-04-25,Staff,Cloudy,Sandwich,Snacks,2.25,4.5,Thursday,1,4.5
1198,2024-04-25,Staff,Rainy,Drink,Others,0.75,1.5,Thursday,1,1.5
1199,2024-04-25,Staff,Sunny,Salad,Healthy,2.5,5,Thursday,2,10
1200,2024-04-25,Staff,Cloudy,Burger,Snacks,2.75,5.5,Thursday,1,5.5
2001,15-09-20,Student,Sunny,Bisibele Bath,Others,25,25,Monday,1,25
2002,15-09-20,Student,Rainy,Coffee,Beverages,15,15,Monday,2,30
2003,15-09-20,Student,Windy,Chapati,Others,25,25,Monday,1,25
2004,15-09-20,Student,Rainy,Coffee,Beverages,50,50,Monday,2,100
2005,15-09-20,Student,Sunny,Dosa,Main Course,15,15,Monday,1,15
2006,15-09-20,Student,Sunny,Pani Puri,Others,25,25,Monday,1,25
2007,15-09-20,Student,Rainy,French Fries,Snacks,90,90,Monday,3,270
2008,15-09-20,Student,Sunny,Tea,Beverages,35,35,Monday,1,35
2009,15-09-20,Student,Rainy,Chapati,Others,45,45,Monday,2,90
2010,15-09-20,Student,Cloudy,Tea,Beverages,90,90,Monday,2,180
2011,15-09-20,Student,Sunny,Sandwich,Snacks,15,15,Monday,2,30
2012,15-09-20,Student,Rainy,Dosa,Main Course,40,40,Monday,1,40
2013,15-09-20,Student,Cloudy,French Fries,Snacks,50,50,Monday,1,50
2014,15-09-20,Student,Cloudy,Coffee,Beverages,15,15,Monday,1,15
2015,15-09-20,Student,Rainy,Pani Puri,Others,35,35,Monday,2,70
2016,15-09-20,Student,Sunny,Dosa,Main Course,45,45,Monday,1,45
2017,15-09-20,Student,Cloudy,Dosa,Main Course,25,25,Monday,1,25
2018,15-09-20,Student,Cloudy,Coffee,Beverages,90,90,Monday,1,90
2019,15-09-20,Student,Sunny,Bhel Puri,Others,30,30,Monday,3,90
2020,15-09-20,Student,Sunny,Tea,Beverages,25,25,Monday,1,25
2021,15-09-20,Student,Cloudy,Dosa,Main Course,40,40,Monday,1,40
2022,15-09-20,Student,Rainy,Poori,Others,45,45,Monday,1,45
2023,15-09-20,Student,Cloudy,Idly,Others,40,40,Monday,1,40
2024,15-09-20,Student,Cloudy,Bisibele Bath,Others,50,50,Monday,1,50
2025,15-09-20,Student,Rainy,Pani Puri,Others,45,45,Monday,1,45
2026,15-09-20,Student,Rainy,Tea,Beverages,50,50,Monday,1,50
2027,15-09-20,Student,Rainy,Bhel Puri,Others,30,30,Monday,1,30
2028,15-09-20,Student,Cloudy,Upma,Main Course,30,30,Monday,1,30
2029,15-09-20,Student,Cloudy,Samosa,Snacks,15,15,Monday,1,15
2030,15-09-20,Student,Windy,Bisibele Bath,Others,40,40,Monday,1,40
2031,15-09-20,Student,Cloudy,French Fries,Snacks,30,30,Monday,1,30
2032,15-09-20,Student,Sunny,Pani Puri,Others,15,15,Monday,1,15
2033,15-09-20,Student,Sunny,Ice Cream,Others,15,15,Monday,1,15
2034,15-09-20,Student,Sunny,Sandwich,Snacks,45,45,Monday,1,45
2035,15-09-20,Student,Cloudy,Pani Puri,Others,45,45,Monday,3,135
2036,15-09-20,Student,Rainy,Coffee,Beverages,15,15,Monday,1,15
2037,15-09-20,Student,Sunny,Dosa,Main Course,70,70,Monday,3,210
2038,15-09-20,Student,Sunny,Dosa,Main Course,90,90,Monday,2,180
2039,15-09-20,Student,Sunny,Tea,Beverages,12,12,Monday,3,36
2040,15-09-20,Student,Sunny,Sandwich,Snacks,15,15,Monday,3,45
2041,15-09-20,Student,Sunny,Coffee,Beverages,50,50,Monday,2,100
2042,15-09-20,Student,Sunny,French Fries,Snacks,50,50,Monday,1,50
2043,15-09-20,Student,Rainy,Bhel Puri,Others,15,15,Monday,2,30
2044,15-09-20,Student,Rainy,Samosa,Snacks,15,15,Monday,3,45
2045,15-09-20,Student,Sunny,Ice Cream,Others,50,50,Monday,1,50
2046,15-09-20,Student,Cloudy,Dosa,Main Course,40,40,Monday,3,120
2047,15-09-20,Student,Cloudy,Idly,Others,45,45,Monday,1,45
2048,15-09-20,Student,Cloudy,Coffee,Beverages,15,15,Monday,1,15
2049,15-09-20,Student,Rainy,Tea,Beverages,90,90,Monday,1,90
2050,15-09-20,Student,Rainy,Bisibele Bath,Others,50,50,Monday,2,100
2051,15-09-20,Student,Cloudy,Dosa,Main Course,40,40,Monday,2,80
2052,15-09-20,Student,Rainy,Tea,Beverages,12,12,Monday,1,12
2053,15-09-20,Student,Sunny,Fried Rice,Main Course,35,35,Monday,1,35
2054,15-09-20,Student,Sunny,Dosa,Main Course,90,90,Monday,2,180
2055,15-09-20,Student,Cloudy,French Fries,Snacks,50,50,Monday,1,50
2056,15-09-20,Student,Sunny,Juice,Beverages,50,50,Monday,2,100
2057,15-09-20,Student,Sunny,Tea,Beverages,30,30,Monday,3,90
2058,15-09-20,Student,Sunny,Coffee,Beverages,30,30,Monday,1,30
2059,15-09-20,Student,Cloudy,Dosa,Main Course,50,50,Monday,1,50
2060,15-09-20,Student,Rainy,Juice,Beverages,50,50,Monday,1,50
2061,15-09-20,Student,Cloudy,Samosa,Snacks,15,15,Monday,1,15
2062,15-09-20,Student,Cloudy,Bhel Puri,Others,45,45,Monday,3,135
2063,15-09-20,Student,Sunny,Tea,Beverages,25,25,Monday,3,75
2064,15-09-20,Student,Sunny,Tea,Beverages,50,50,Monday,3,150
2065,15-09-20,Student,Sunny,Juice,Beverages,25,25,Monday,2,50
2066,15-09-20,Student,Rainy,Juice,Beverages,12,12,Monday,1,12
2067,15-09-20,Student,Cloudy,Sandwich,Snacks,45,45,Monday,2,90
2068,15-09-20,Student,Rainy,Tea,Beverages,90,90,Monday,1,90
2069,15-09-20,Student,Sunny,Dosa,Main Course,90,90,Monday,2,180
2070,15-09-20,Student,Sunny,Fried Rice,Main Course,50,50,Monday,1,50
2071,15-09-20,Student,Cloudy,South Indian Thali,Main Course,15,15,Monday,1,15
2072,15-09-20,Student,Rainy,Pani Puri,Others,25,25,Monday,3,75
2073,15-09-20,Student,Rainy,Coffee,Beverages,40,40,Monday,2,80
2074,15-09-20,Student,Cloudy,Bisibele Bath,Others,50,50,Monday,3,150
2075,15-09-20,Student,Sunny,Ice Cream,Others,30,30,Monday,2,60
2076,15-09-20,Student,Cloudy,Idly,Others,15,15,Monday,1,15
2077,15-09-20,Student,Cloudy,Bisibele Bath,Others,25,25,Monday,2,50
2078,15-09-20,Student,Rainy,Sandwich,Snacks,45,45,Monday,3,135
2079,15-09-20,Student,Windy,Chapati,Others,40,40,Monday,1,40
2080,15-09-20,Student,Sunny,Fried Rice,Main Course,15,15,Monday,1,15
2081,16-09-20,Student,Windy,Bhel Puri,Others,25,25,Tuesday,1,25
2082,16-09-20,Student,Cloudy,Bisibele Bath,Others,30,30,Tuesday,2,60
2083,16-09-20,Student,Rainy,Coffee,Beverages,15,15,Tuesday,1,15
2084,16-09-20,Student,Sunny,French Fries,Snacks,25,25,Tuesday,3,75
2085,16-09-20,Student,Cloudy,Poori,Others,80,80,Tuesday,2,160
2086,16-09-20,Student,Windy,Dosa,Main Course,25,25,Tuesday,1,25
2087,16-09-20,Student,Windy,Idly,Others,25,25,Tuesday,1,25
2088,16-09-20,Student,Rainy,Tea,Beverages,25,25,Tuesday,1,25
2089,16-09-20,Student,Sunny,Sandwich,Snacks,90,90,Tuesday,2,180
2090,16-09-20,Student,Sunny,Bisibele Bath,Others,40,40,Tuesday,2,80
2091,16-09-20,Student,Rainy,Bisibele Bath,Others,50,50,Tuesday,3,150
2092,16-09-20,Student,Sunny,Sandwich,Snacks,40,40,Tuesday,1,40
2093,16-09-20,Student,Rainy,Sandwich,Snacks,45,45,Tuesday,1,45
2094,16-09-20,Student,Cloudy,Idly,Others,25,25,Tuesday,1,25
2095,16-09-20,Student,Sunny,Tea,Beverages,12,12,Tuesday,1,12
2096,16-09-20,Student,Sunny,Juice,Beverages,40,40,Tuesday,2,80
2097,16-09-20,Student,Sunny,Bhel Puri,Others,25,25,Tuesday,1,25
2098,16-09-20,Student,Cloudy,Idly,Others,50,50,Tuesday,1,50
2099,16-09-20,Student,Cloudy,Veg Biryani,Main Course,50,50,Tuesday,2,100
2100,16-09-20,Student,Sunny,Ice Cream,Others,40,40,Tuesday,1,40
2101,16-09-20,Student,Cloudy,Bisibele Bath,Others,50,50,Tuesday,3,150
2102,16-09-20,Student,Sunny,Idly,Others,25,25,Tuesday,2,50
2103,16-09-20,Student,Sunny,Idly,Others,90,90,Tuesday,1,90
2104,16-09-20,Student,Cloudy,Pani Puri,Others,50,50,Tuesday,2,100
2105,16-09-20,Student,Sunny,Coffee,Beverages,45,45,Tuesday,2,90
2106,16-09-20,Student,Sunny,Idly,Others,25,25,Tuesday,1,25
2107,16-09-20,Student,Rainy,Dosa,Main Course,40,40,Tuesday,1,40
2108,16-09-20,Student,Rainy,Samosa,Snacks,15,15,Tuesday,1,15
2109,16-09-20,Student,Sunny,Upma,Main Course,30,30,Tuesday,2,60
2110,16-09-20,Student,Windy,North Indian Thali,Main Course,35,35,Tuesday,3,105
2111,16-09-20,Student,Sunny,Dosa,Main Course,15,15,Tuesday,2,30
2112,16-09-20,Student,Cloudy,Bhel Puri,Others,45,45,Tuesday,1,45
2113,16-09-20,Student,Sunny,Ice Cream,Others,30,30,Tuesday,1,30
2114,16-09-20,Student,Sunny,Sandwich,Snacks,45,45,Tuesday,2,90
2115,16-09-20,Student,Rainy,Dosa,Main Course,40,40,Tuesday,1,40
2116,16-09-20,Student,Cloudy,Tea,Beverages,30,30,Tuesday,1,30
2117,16-09-20,Student,Sunny,Tea,Beverages,30,30,Tuesday,2,60
2118,16-09-20,Student,Rainy,Idly,Others,25,25,Tuesday,3,75
2119,16-09-20,Student,Windy,Pani Puri,Others,15,15,Tuesday,1,15
