"transaction_id","date","customer_type","weather","item_name","category","unit_cost","price","day_of_week","quantity","total_amount"
2541,2024-01-04,"Student","Sunny","Pasta","Main Course",90,150,"Thursday",1,150
3073,2024-01-04,"Student","Cloudy","Veg Thali","Main Course",50,80,"Thursday",1,80
3549,2024-01-04,"Student","Sunny","Coffee","Beverages",15,40,"Thursday",1,40
3813,2024-01-04,"Student","Cloudy","Tea","Beverages",8,20,"Thursday",3,60
3819,2024-01-04,"Staff","Rainy","Sandwich","Snacks",30,60,"Thursday",1,60
3853,2024-01-04,"Student","Sunny","Veg Thali","Main Course",50,80,"Thursday",1,80
3947,2024-01-04,"Student","Sunny","Tea","Beverages",8,20,"Thursday",1,20
5145,2024-01-04,"Student","Sunny","Fruit Bowl","Healthy",25,50,"Thursday",1,50
5459,2024-01-04,"Student","Rainy","Coffee","Beverages",15,40,"Thursday",1,40
6137,2024-01-04,"Student","Cloudy","Tea","Beverages",8,20,"Thursday",1,20
6424,2024-01-04,"Staff","Sunny","Tea","Beverages",8,20,"Thursday",1,20
6443,2024-01-04,"Student","Rainy","Sandwich","Snacks",30,60,"Thursday",3,180
6848,2024-01-04,"Student","Sunny","Sandwich","Snacks",30,60,"Thursday",4,240
8453,2024-01-04,"Student","Rainy","Pasta","Main Course",90,150,"Thursday",1,150
9247,2024-01-04,"Student","Sunny","Coffee","Beverages",15,40,"Thursday",2,80
9310,2024-01-04,"Student","Sunny","Sandwich","Snacks",30,60,"Thursday",2,120
9473,2024-01-04,"Student","Cloudy","Tea","Beverages",8,20,"Thursday",2,40
9618,2024-01-04,"Student","Rainy","Veg Thali","Main Course",50,80,"Thursday",1,80
9640,2024-01-04,"Student","Cloudy","Coffee","Beverages",15,40,"Thursday",3,120
9973,2024-01-04,"Student","Sunny","Sandwich","Snacks",30,60,"Thursday",4,240
121,2024-01-05,"Student","Sunny","Chicken Biryani","Main Course",70,120,"Friday",1,120
770,2024-01-05,"Staff","Cloudy","Veg Thali","Main Course",50,80,"Friday",1,80
856,2024-01-05,"Student","Sunny","Veg Thali","Main Course",50,80,"Friday",1,80
1064,2024-01-05,"Student","Rainy","Fruit Bowl","Healthy",25,50,"Friday",1,50
1741,2024-01-05,"Student","Sunny","Sandwich","Snacks",30,60,"Friday",2,120
1899,2024-01-05,"Student","Sunny","Chicken Biryani","Main Course",70,120,"Friday",1,120
1984,2024-01-05,"Visitor","Sunny","Fruit Bowl","Healthy",25,50,"Friday",1,50
2300,2024-01-05,"Staff","Cloudy","Fruit Bowl","Healthy",25,50,"Friday",1,50
2857,2024-01-05,"Staff","Sunny","Fruit Bowl","Healthy",25,50,"Friday",1,50
3070,2024-01-05,"Visitor","Rainy","Fruit Bowl","Healthy",25,50,"Friday",1,50
3345,2024-01-05,"Student","Sunny","Chicken Biryani","Main Course",70,120,"Friday",1,120
3851,2024-01-05,"Visitor","Sunny","Pasta","Main Course",90,150,"Friday",1,150
4037,2024-01-05,"Student","Sunny","Fruit Bowl","Healthy",25,50,"Friday",1,50
4475,2024-01-05,"Student","Rainy","Coffee","Beverages",15,40,"Friday",2,80
4637,2024-01-05,"Student","Sunny","Pasta","Main Course",90,150,"Friday",1,150
4948,2024-01-05,"Student","Rainy","Coffee","Beverages",15,40,"Friday",1,40
5149,2024-01-05,"Student","Sunny","Pasta","Main Course",90,150,"Friday",1,150
6115,2024-01-05,"Student","Cloudy","Tea","Beverages",8,20,"Friday",2,40
6237,2024-01-05,"Student","Rainy","Tea","Beverages",8,20,"Friday",2,40
6323,2024-01-05,"Student","Cloudy","Sandwich","Snacks",30,60,"Friday",2,120
7525,2024-01-05,"Staff","Sunny","Tea","Beverages",8,20,"Friday",2,40
7825,2024-01-05,"Staff","Sunny","Sandwich","Snacks",30,60,"Friday",1,60
8443,2024-01-05,"Student","Sunny","Veg Thali","Main Course",50,80,"Friday",1,80
8698,2024-01-05,"Student","Sunny","Pasta","Main Course",90,150,"Friday",1,150
8858,2024-01-05,"Student","Sunny","Veg Thali","Main Course",50,80,"Friday",1,80
9291,2024-01-05,"Student","Sunny","Tea","Beverages",8,20,"Friday",1,20
9383,2024-01-05,"Staff","Rainy","Pasta","Main Course",90,150,"Friday",1,150
9517,2024-01-05,"Student","Sunny","Coffee","Beverages",15,40,"Friday",1,40
9552,2024-01-05,"Student","Sunny","Chicken Biryani","Main Course",70,120,"Friday",1,120
9703,2024-01-05,"Staff","Sunny","Pasta","Main Course",90,150,"Friday",1,150
9872,2024-01-05,"Student","Sunny","Veg Thali","Main Course",50,80,"Friday",1,80
454,2024-01-06,"Student","Rainy","Pasta","Main Course",90,150,"Saturday",1,150
1052,2024-01-06,"Student","Sunny","Chicken Biryani","Main Course",70,120,"Saturday",1,120
1898,2024-01-06,"Student","Cloudy","Sandwich","Snacks",30,60,"Saturday",4,240
2692,2024-01-06,"Student","Rainy","Chicken Biryani","Main Course",70,120,"Saturday",1,120
2808,2024-01-06,"Student","Sunny","Fruit Bowl","Healthy",25,50,"Saturday",1,50
3089,2024-01-06,"Student","Sunny","Tea","Beverages",8,20,"Saturday",1,20
4030,2024-01-06,"Staff","Cloudy","Veg Thali","Main Course",50,80,"Saturday",1,80
4826,2024-01-06,"Staff","Sunny","Tea","Beverages",8,20,"Saturday",2,40
4908,2024-01-06,"Visitor","Cloudy","Tea","Beverages",8,20,"Saturday",1,20
5065,2024-01-06,"Student","Sunny","Veg Thali","Main Course",50,80,"Saturday",1,80
5839,2024-01-06,"Student","Sunny","Tea","Beverages",8,20,"Saturday",2,40
6333,2024-01-06,"Student","Rainy","Coffee","Beverages",15,40,"Saturday",1,40
6715,2024-01-06,"Visitor","Sunny","Tea","Beverages",8,20,"Saturday",3,60
7297,2024-01-06,"Student","Rainy","Coffee","Beverages",15,40,"Saturday",2,80
8295,2024-01-06,"Student","Sunny","Fruit Bowl","Healthy",25,50,"Saturday",1,50
8486,2024-01-06,"Student","Cloudy","Tea","Beverages",8,20,"Saturday",3,60
8655,2024-01-06,"Student","Sunny","Sandwich","Snacks",30,60,"Saturday",3,180
8927,2024-01-06,"Student","Rainy","Coffee","Beverages",15,40,"Saturday",1,40
9389,2024-01-06,"Student","Rainy","Sandwich","Snacks",30,60,"Saturday",4,240
9600,2024-01-06,"Student","Sunny","Coffee","Beverages",15,40,"Saturday",1,40
9758,2024-01-06,"Staff","Sunny","Pasta","Main Course",90,150,"Saturday",1,150
9869,2024-01-06,"Student","Rainy","Sandwich","Snacks",30,60,"Saturday",2,120
9976,2024-01-06,"Student","Sunny","Coffee","Beverages",15,40,"Saturday",1,40
21,2024-01-07,"Student","Rainy","Pasta","Main Course",90,150,"Sunday",1,150
223,2024-01-07,"Student","Sunny","Tea","Beverages",8,20,"Sunday",2,40
1100,2024-01-07,"Student","Rainy","Sandwich","Snacks",30,60,"Sunday",4,240
1680,2024-01-07,"Student","Cloudy","Veg Thali","Main Course",50,80,"Sunday",1,80
2188,2024-01-07,"Student","Sunny","Fruit Bowl","Healthy",25,50,"Sunday",1,50
2335,2024-01-07,"Student","Sunny","Pasta","Main Course",90,150,"Sunday",1,150
2474,2024-01-07,"Student","Cloudy","Pasta","Main Course",90,150,"Sunday",1,150
3004,2024-01-07,"Student","Cloudy","Veg Thali","Main Course",50,80,"Sunday",1,80
3761,2024-01-07,"Student","Rainy","Sandwich","Snacks",30,60,"Sunday",4,240
3887,2024-01-07,"Student","Rainy","Fruit Bowl","Healthy",25,50,"Sunday",1,50
4734,2024-01-07,"Student","Sunny","Tea","Beverages",8,20,"Sunday",1,20
4817,2024-01-07,"Student","Sunny","Coffee","Beverages",15,40,"Sunday",3,120
5682,2024-01-07,"Student","Rainy","Coffee","Beverages",15,40,"Sunday",3,120
5744,2024-01-07,"Visitor","Sunny","Veg Thali","Main Course",50,80,"Sunday",1,80
5897,2024-01-07,"Student","Sunny","Fruit Bowl","Healthy",25,50,"Sunday",1,50
6398,2024-01-07,"Student","Sunny","Fruit Bowl","Healthy",25,50,"Sunday",1,50
6460,2024-01-07,"Student","Sunny","Sandwich","Snacks",30,60,"Sunday",4,240
6496,2024-01-07,"Student","Cloudy","Pasta","Main Course",90,150,"Sunday",1,150
6695,2024-01-07,"Staff","Sunny","Coffee","Beverages",15,40,"Sunday",3,120
7427,2024-01-07,"Staff","Sunny","Fruit Bowl","Healthy",25,50,"Sunday",1,50
7667,2024-01-07,"Staff","Sunny","Tea","Beverages",8,20,"Sunday",2,40
8523,2024-01-07,"Student","Sunny","Pasta","Main Course",90,150,"Sunday",1,150
8629,2024-01-07,"Student","Cloudy","Tea","Beverages",8,20,"Sunday",3,60
8691,2024-01-07,"Student","Sunny","Veg Thali","Main Course",50,80,"Sunday",1,80
8944,2024-01-07,"Student","Sunny","Chicken Biryani","Main Course",70,120,"Sunday",1,120
9207,2024-01-07,"Staff","Rainy","Fruit Bowl","Healthy",25,50,"Sunday",1,50
9347,2024-01-07,"Staff","Sunny","Coffee","Beverages",15,40,"Sunday",2,80
372,2024-01-08,"Student","Cloudy","Fruit Bowl","Healthy",25,50,"Monday",1,50
568,2024-01-08,"Staff","Sunny","Pasta","Main Course",90,150,"Monday",1,150
708,2024-01-08,"Student","Sunny","Tea","Beverages",8,20,"Monday",2,40
811,2024-01-08,"Student","Sunny","Coffee","Beverages",15,40,"Monday",3,120
829,2024-01-08,"Staff","Rainy","Sandwich","Snacks",30,60,"Monday",1,60
2028,2024-01-08,"Student","Sunny","Pasta","Main Course",90,150,"Monday",1,150
2112,2024-01-08,"Student","Sunny","Tea","Beverages",8,20,"Monday",3,60
2640,2024-01-08,"Visitor","Sunny","Chicken Biryani","Main Course",70,120,"Monday",1,120
2703,2024-01-08,"Student","Sunny","Tea","Beverages",8,20,"Monday",3,60
2796,2024-01-08,"Student","Rainy","Chicken Biryani","Main Course",70,120,"Monday",1,120
3956,2024-01-08,"Student","Cloudy","Pasta","Main Course",90,150,"Monday",1,150
4259,2024-01-08,"Student","Cloudy","Coffee","Beverages",15,40,"Monday",1,40
4617,2024-01-08,"Student","Cloudy","Tea","Beverages",8,20,"Monday",3,60
4756,2024-01-08,"Student","Cloudy","Fruit Bowl","Healthy",25,50,"Monday",1,50
4803,2024-01-08,"Student","Sunny","Pasta","Main Course",90,150,"Monday",1,150
4934,2024-01-08,"Staff","Sunny","Tea","Beverages",8,20,"Monday",2,40
5143,2024-01-08,"Student","Cloudy","Chicken Biryani","Main Course",70,120,"Monday",1,120
5221,2024-01-08,"Student","Rainy","Tea","Beverages",8,20,"Monday",2,40
5970,2024-01-08,"Student","Sunny","Tea","Beverages",8,20,"Monday",2,40
6357,2024-01-08,"Student","Cloudy","Veg Thali","Main Course",50,80,"Monday",1,80
6415,2024-01-08,"Student","Rainy","Veg Thali","Main Course",50,80,"Monday",1,80
6808,2024-01-08,"Student","Rainy","Chicken Biryani","Main Course",70,120,"Monday",1,120
7108,2024-01-08,"Staff","Sunny","Fruit Bowl","Healthy",25,50,"Monday",1,50
7453,2024-01-08,"Student","Rainy","Fruit Bowl","Healthy",25,50,"Monday",1,50
7720,2024-01-08,"Student","Sunny","Tea","Beverages",8,20,"Monday",2,40
7811,2024-01-08,"Student","Sunny","Sandwich","Snacks",30,60,"Monday",4,240
8376,2024-01-08,"Student","Cloudy","Coffee","Beverages",15,40,"Monday",1,40
8951,2024-01-08,"Student","Sunny","Pasta","Main Course",90,150,"Monday",1,150
9124,2024-01-08,"Student","Rainy","Veg Thali","Main Course",50,80,"Monday",1,80
9328,2024-01-08,"Student","Sunny","Coffee","Beverages",15,40,"Monday",3,120
9405,2024-01-08,"Staff","Sunny","Fruit Bowl","Healthy",25,50,"Monday",1,50
9905,2024-01-08,"Staff","Sunny","Tea","Beverages",8,20,"Monday",3,60
784,2024-01-09,"Student","Sunny","Chicken Biryani","Main Course",70,120,"Tuesday",1,120
998,2024-01-09,"Student","Cloudy","Sandwich","Snacks",30,60,"Tuesday",2,120
1235,2024-01-09,"Student","Sunny","Fruit Bowl","Healthy",25,50,"Tuesday",1,50
1381,2024-01-09,"Student","Sunny","Sandwich","Snacks",30,60,"Tuesday",2,120
2068,2024-01-09,"Student","Sunny","Fruit Bowl","Healthy",25,50,"Tuesday",1,50
2885,2024-01-09,"Student","Sunny","Veg Thali","Main Course",50,80,"Tuesday",1,80
3613,2024-01-09,"Visitor","Sunny","Pasta","Main Course",90,150,"Tuesday",1,150
4185,2024-01-09,"Staff","Cloudy","Veg Thali","Main Course",50,80,"Tuesday",1,80
4421,2024-01-09,"Staff","Sunny","Chicken Biryani","Main Course",70,120,"Tuesday",1,120
5047,2024-01-09,"Student","Cloudy","Sandwich","Snacks",30,60,"Tuesday",2,120
5227,2024-01-09,"Student","Cloudy","Tea","Beverages",8,20,"Tuesday",3,60
5343,2024-01-09,"Staff","Cloudy","Tea","Beverages",8,20,"Tuesday",1,20
5812,2024-01-09,"Student","Cloudy","Veg Thali","Main Course",50,80,"Tuesday",1,80
6157,2024-01-09,"Student","Sunny","Sandwich","Snacks",30,60,"Tuesday",3,180
6330,2024-01-09,"Visitor","Rainy","Veg Thali","Main Course",50,80,"Tuesday",1,80
6517,2024-01-09,"Student","Cloudy","Chicken Biryani","Main Course",70,120,"Tuesday",1,120
6976,2024-01-09,"Student","Sunny","Veg Thali","Main Course",50,80,"Tuesday",1,80
7054,2024-01-09,"Student","Cloudy","Fruit Bowl","Healthy",25,50,"Tuesday",1,50
7603,2024-01-09,"Student","Sunny","Chicken Biryani","Main Course",70,120,"Tuesday",1,120
8382,2024-01-09,"Student","Sunny","Sandwich","Snacks",30,60,"Tuesday",3,180
8435,2024-01-09,"Student","Cloudy","Tea","Beverages",8,20,"Tuesday",3,60
8855,2024-01-09,"Staff","Rainy","Tea","Beverages",8,20,"Tuesday",2,40
8911,2024-01-09,"Student","Rainy","Sandwich","Snacks",30,60,"Tuesday",2,120
9155,2024-01-09,"Student","Sunny","Veg Thali","Main Course",50,80,"Tuesday",1,80
9792,2024-01-09,"Staff","Sunny","Pasta","Main Course",90,150,"Tuesday",1,150
9964,2024-01-09,"Student","Sunny","Coffee","Beverages",15,40,"Tuesday",1,40
178,2024-01-10,"Student","Rainy","Pasta","Main Course",90,150,"Wednesday",1,150
195,2024-01-10,"Student","Sunny","Chicken Biryani","Main Course",70,120,"Wednesday",1,120
363,2024-01-10,"Student","Sunny","Veg Thali","Main Course",50,80,"Wednesday",1,80
401,2024-01-10,"Student","Sunny","Veg Thali","Main Course",50,80,"Wednesday",1,80
471,2024-01-10,"Student","Rainy","Veg Thali","Main Course",50,80,"Wednesday",1,80
1594,2024-01-10,"Student","Rainy","Sandwich","Snacks",30,60,"Wednesday",2,120
1595,2024-01-10,"Staff","Sunny","Pasta","Main Course",90,150,"Wednesday",1,150
1872,2024-01-10,"Student","Rainy","Veg Thali","Main Course",50,80,"Wednesday",1,80
2203,2024-01-10,"Student","Sunny","Tea","Beverages",8,20,"Wednesday",1,20
2252,2024-01-10,"Staff","Sunny","Sandwich","Snacks",30,60,"Wednesday",1,60
3046,2024-01-10,"Student","Rainy","Fruit Bowl","Healthy",25,50,"Wednesday",1,50
3188,2024-01-10,"Visitor","Cloudy","Chicken Biryani","Main Course",70,120,"Wednesday",1,120
3497,2024-01-10,"Student","Sunny","Fruit Bowl","Healthy",25,50,"Wednesday",1,50
3737,2024-01-10,"Student","Cloudy","Tea","Beverages",8,20,"Wednesday",1,20
3941,2024-01-10,"Student","Sunny","Sandwich","Snacks",30,60,"Wednesday",4,240
4050,2024-01-10,"Student","Sunny","Fruit Bowl","Healthy",25,50,"Wednesday",1,50
4188,2024-01-10,"Student","Sunny","Veg Thali","Main Course",50,80,"Wednesday",1,80
4389,2024-01-10,"Staff","Sunny","Veg Thali","Main Course",50,80,"Wednesday",1,80
4446,2024-01-10,"Student","Sunny","Coffee","Beverages",15,40,"Wednesday",1,40
4503,2024-01-10,"Student","Sunny","Pasta","Main Course",90,150,"Wednesday",1,150
4912,2024-01-10,"Student","Sunny","Pasta","Main Course",90,150,"Wednesday",1,150
5118,2024-01-10,"Student","Sunny","Pasta","Main Course",90,150,"Wednesday",1,150
5287,2024-01-10,"Student","Sunny","Veg Thali","Main Course",50,80,"Wednesday",1,80
5850,2024-01-10,"Visitor","Sunny","Pasta","Main Course",90,150,"Wednesday",1,150
5896,2024-01-10,"Student","Sunny","Coffee","Beverages",15,40,"Wednesday",1,40
6609,2024-01-10,"Student","Cloudy","Chicken Biryani","Main Course",70,120,"Wednesday",1,120
6849,2024-01-10,"Student","Cloudy","Tea","Beverages",8,20,"Wednesday",2,40
7316,2024-01-10,"Student","Rainy","Tea","Beverages",8,20,"Wednesday",2,40
7357,2024-01-10,"Student","Rainy","Sandwich","Snacks",30,60,"Wednesday",4,240
7402,2024-01-10,"Staff","Sunny","Coffee","Beverages",15,40,"Wednesday",3,120
7572,2024-01-10,"Student","Sunny","Tea","Beverages",8,20,"Wednesday",1,20
7815,2024-01-10,"Staff","Sunny","Coffee","Beverages",15,40,"Wednesday",2,80
8042,2024-01-10,"Staff","Sunny","Fruit Bowl","Healthy",25,50,"Wednesday",1,50
8172,2024-01-10,"Staff","Sunny","Fruit Bowl","Healthy",25,50,"Wednesday",1,50
8569,2024-01-10,"Student","Sunny","Tea","Beverages",8,20,"Wednesday",2,40
9729,2024-01-10,"Student","Sunny","Chicken Biryani","Main Course",70,120,"Wednesday",1,120
9744,2024-01-10,"Staff","Cloudy","Coffee","Beverages",15,40,"Wednesday",3,120
9836,2024-01-10,"Student","Rainy","Veg Thali","Main Course",50,80,"Wednesday",1,80
161,2024-01-11,"Student","Rainy","Veg Thali","Main Course",50,80,"Thursday",1,80
333,2024-01-11,"Student","Rainy","Tea","Beverages",8,20,"Thursday",1,20
622,2024-01-11,"Staff","Sunny","Pasta","Main Course",90,150,"Thursday",1,150
642,2024-01-11,"Student","Rainy","Fruit Bowl","Healthy",25,50,"Thursday",1,50
648,2024-01-11,"Staff","Sunny","Pasta","Main Course",90,150,"Thursday",1,150
943,2024-01-11,"Student","Cloudy","Pasta","Main Course",90,150,"Thursday",1,150
946,2024-01-11,"Student","Sunny","Chicken Biryani","Main Course",70,120,"Thursday",1,120
1162,2024-01-11,"Staff","Sunny","Tea","Beverages",8,20,"Thursday",2,40
1635,2024-01-11,"Student","Sunny","Pasta","Main Course",90,150,"Thursday",1,150
1672,2024-01-11,"Student","Sunny","Chicken Biryani","Main Course",70,120,"Thursday",1,120
1891,2024-01-11,"Student","Rainy","Veg Thali","Main Course",50,80,"Thursday",1,80
2339,2024-01-11,"Student","Sunny","Sandwich","Snacks",30,60,"Thursday",4,240
2531,2024-01-11,"Staff","Sunny","Pasta","Main Course",90,150,"Thursday",1,150
2813,2024-01-11,"Student","Sunny","Chicken Biryani","Main Course",70,120,"Thursday",1,120
2843,2024-01-11,"Staff","Rainy","Fruit Bowl","Healthy",25,50,"Thursday",1,50
2913,2024-01-11,"Student","Sunny","Chicken Biryani","Main Course",70,120,"Thursday",1,120
3814,2024-01-11,"Student","Cloudy","Pasta","Main Course",90,150,"Thursday",1,150
3828,2024-01-11,"Student","Sunny","Chicken Biryani","Main Course",70,120,"Thursday",1,120
4144,2024-01-11,"Visitor","Sunny","Fruit Bowl","Healthy",25,50,"Thursday",1,50
4181,2024-01-11,"Student","Cloudy","Chicken Biryani","Main Course",70,120,"Thursday",1,120
4850,2024-01-11,"Student","Sunny","Sandwich","Snacks",30,60,"Thursday",4,240
